calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-8141.17450372]), 'n_active': 1, 'beta1_train': -1150.450520851185, 'beta0_train': -1167.0902314368616, 'beta1_val': -1458.4702812298246, 'beta0_val': -1458.4702812298246, 'selected_score': -1167.0902314368616, 'evaluations': 15, 'seconds': 0.04544220000389032, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.90219746e+02,  1.73168468e+00, -6.66571931e+03, -1.07180159e+00,
       -4.01342540e+02,  1.53386736e+00]), 'n_active': 6, 'beta1_train': 1511.770829830709, 'beta0_train': 60.079384479109116, 'beta1_val': 441.81019293719487, 'beta0_val': -785.5974948969854, 'selected_score': 40.471595429213295, 'evaluations': 275, 'seconds': 0.41567489999579266, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4588.564671111113,4486.76165633967,0.461117099999683,0.6342014999972889
"[{'theta': array([-6.5034084]), 'n_active': 1, 'beta1_train': -2668.5986759673524, 'beta0_train': -2667.741595955222, 'beta1_val': -3099.0785947195577, 'beta0_val': -3099.0785947195577, 'selected_score': -2669.954394891031, 'evaluations': 50, 'seconds': 0.1398134999908507, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-1.40314901e+03, -1.03816132e+00, -5.71331850e+01,  5.74878918e-01,
       -6.91654432e+02,  7.53573960e-01]), 'n_active': 6, 'beta1_train': 233.72520087156795, 'beta0_train': -167.82259693953404, 'beta1_val': -2195.414618260046, 'beta0_val': -2859.31843337054, 'selected_score': -903.9494605369986, 'evaluations': 275, 'seconds': 0.40624470000329893, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4486.76165633967,5672.8358363363495,0.5460581999941496,0.7245933000085643
"[{'theta': array([-4460.57826343]), 'n_active': 1, 'beta1_train': -4363.182870429143, 'beta0_train': -4644.182353477644, 'beta1_val': -4779.599999999999, 'beta0_val': -4779.599999999999, 'selected_score': -4644.182353477644, 'evaluations': 20, 'seconds': 0.05223100000876002, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.31091985e+03,  7.64099783e-02, -4.74421379e+02,  1.65326992e-01,
       -6.53913896e+03, -1.79830683e+00]), 'n_active': 6, 'beta1_train': 4379.512824762598, 'beta0_train': 1403.0843492846077, 'beta1_val': 999.3449132509777, 'beta0_val': -1762.3069495625023, 'selected_score': 1121.0490664873332, 'evaluations': 275, 'seconds': 0.3795708999969065, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,5672.8358363363495,4188.647393851399,0.43180190000566654,0.5709692999953404
"[{'theta': array([-5049.49337957]), 'n_active': 1, 'beta1_train': -4443.722612445713, 'beta0_train': -4677.475163837568, 'beta1_val': -4722.0, 'beta0_val': -4722.0, 'selected_score': -4677.475163837568, 'evaluations': 15, 'seconds': 0.04371009999886155, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.19375557e+03,  5.56763074e-01, -1.66286120e+02,  1.44801604e+00,
       -3.40959880e+02, -2.89484468e-01]), 'n_active': 6, 'beta1_train': 4846.135577341652, 'beta0_train': 3573.737366608635, 'beta1_val': 473.6487172367274, 'beta0_val': -1850.610118460178, 'selected_score': 2460.7248417339774, 'evaluations': 275, 'seconds': 0.3358403000020189, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4188.647393851399,4220.699897359152,0.3795504000008805,0.5312931999942521
"[{'theta': array([-6515.67348018]), 'n_active': 1, 'beta1_train': -4491.413226061948, 'beta0_train': -4709.175805983863, 'beta1_val': -4771.2, 'beta0_val': -4771.2, 'selected_score': -4709.175805983863, 'evaluations': 20, 'seconds': 0.03980109999247361, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.83548555e+03, -3.12341589e-01, -4.70947359e+02,  1.63236799e+00,
       -8.19950761e+03,  9.86919705e-01]), 'n_active': 6, 'beta1_train': 5781.72181589249, 'beta0_train': 3622.3193905765957, 'beta1_val': 1496.445433943089, 'beta0_val': -1716.4260146786837, 'selected_score': 2855.309864130741, 'evaluations': 275, 'seconds': 0.3411143999983324, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4220.699897359152,4357.5088487655585,0.380915499990806,0.5089703999983612
"[{'theta': array([-4195.82566588]), 'n_active': 1, 'beta1_train': -4537.408624277075, 'beta0_train': -4794.091591046129, 'beta1_val': -4886.4, 'beta0_val': -4886.4, 'selected_score': -4794.091591046129, 'evaluations': 20, 'seconds': 0.04081409999344032, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.66747040e+03,  1.84882948e-01, -5.10203301e+02, -4.42590174e-01,
       -3.31984532e+02,  1.70972786e+00]), 'n_active': 6, 'beta1_train': 5795.077267142884, 'beta0_train': 2910.842020553751, 'beta1_val': 1572.4920841792084, 'beta0_val': -1793.17231774251, 'selected_score': 2420.1968184111142, 'evaluations': 275, 'seconds': 0.3402691000082996, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4357.5088487655585,3606.0724078639123,0.3810832000017399,0.5124018999922555
"[{'theta': array([-5499.71168249]), 'n_active': 1, 'beta1_train': -3042.949211764142, 'beta0_train': -3376.21834471057, 'beta1_val': -3245.3012706, 'beta0_val': -3405.1246394650207, 'selected_score': -3376.21834471057, 'evaluations': 20, 'seconds': 0.05167420000361744, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 6832.242264358142, 'beta0_train': 5943.776133151199, 'beta1_val': 2258.5735980419936, 'beta0_val': -1294.1124492779531, 'selected_score': 5943.776133151199, 'evaluations': 275, 'seconds': 0.3322728999919491, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3606.0724078639123,4009.6968372801775,0.38394709999556653,0.509965800010832
"[{'theta': array([-4080.47573889]), 'n_active': 1, 'beta1_train': -1152.7398567521802, 'beta0_train': -1489.1382589975854, 'beta1_val': -1646.8253455732238, 'beta0_val': -1646.8253455732238, 'selected_score': -1489.1382589975854, 'evaluations': 25, 'seconds': 0.052382599998964, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.64236480e+03,  9.96550713e-01, -1.83673010e+02,  5.07324670e-01,
       -5.21867467e+03, -1.17252983e+00]), 'n_active': 6, 'beta1_train': 3347.6614147674936, 'beta0_train': 2576.973078561272, 'beta1_val': -13.988819892007655, 'beta0_val': -916.499326377862, 'selected_score': 2189.9212479179805, 'evaluations': 275, 'seconds': 0.3151977000088664, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4009.6968372801775,3378.554715814069,0.3675803000078304,0.49506279999332037
"[{'theta': array([-1472.7889337]), 'n_active': 1, 'beta1_train': -1280.640297072498, 'beta0_train': -1376.512082981421, 'beta1_val': -2038.8431425694246, 'beta0_val': -2038.8431425694246, 'selected_score': -1376.512082981421, 'evaluations': 20, 'seconds': 0.043839799996931106, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.38379727e+03,  6.89298742e-01,  6.80913972e+03, -5.92389089e-01,
       -3.50581054e+02, -1.13434215e+00]), 'n_active': 6, 'beta1_train': 2430.866157726549, 'beta0_train': 1543.9829649654646, 'beta1_val': -752.3505642015712, 'beta0_val': -1546.175644132345, 'selected_score': 1249.9368000321538, 'evaluations': 275, 'seconds': 0.3261114000051748, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3378.554715814069,3948.7679637037054,0.3699512000021059,0.4921718999976292
"[{'theta': array([-3228.79660535]), 'n_active': 1, 'beta1_train': -3476.35139304645, 'beta0_train': -4022.697270485008, 'beta1_val': -4226.4, 'beta0_val': -4226.4, 'selected_score': -4022.697270485008, 'evaluations': 50, 'seconds': 0.1158484000043245, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 7117.377251619433, 'beta0_train': 5277.811447393889, 'beta1_val': 4885.690580583728, 'beta0_val': -1056.488939920616, 'selected_score': 5277.811447393889, 'evaluations': 275, 'seconds': 0.46726930000295397, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3948.7679637037054,3016.7457781102225,0.5831177000072785,0.7458047999971313
"[{'theta': array([-2829.3702308]), 'n_active': 1, 'beta1_train': -3445.582176275206, 'beta0_train': -3613.0615366642764, 'beta1_val': -4102.799999999999, 'beta0_val': -4102.799999999999, 'selected_score': -3613.0615366642764, 'evaluations': 20, 'seconds': 0.06390969999483787, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.94342883e+03, -7.43262507e-01, -3.77847553e+02, -4.06134710e-01,
       -2.68246349e+03,  1.62363537e+00]), 'n_active': 6, 'beta1_train': 6630.825624282563, 'beta0_train': 4475.0567623810875, 'beta1_val': 1715.0746147315335, 'beta0_val': -1076.0811080514281, 'selected_score': 3954.6830820606265, 'evaluations': 275, 'seconds': 0.42956560000311583, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3016.7457781102225,3038.2762168140703,0.4934752999979537,0.6519203999923775
"[{'theta': array([-5496.18500116]), 'n_active': 1, 'beta1_train': -3692.6336467273663, 'beta0_train': -4310.665041553844, 'beta1_val': -4461.599999999999, 'beta0_val': -4461.599999999999, 'selected_score': -4310.665041553844, 'evaluations': 20, 'seconds': 0.07521600001200568, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.60175744e+03, -4.25141528e-02, -3.42467706e+02,  1.23281024e+00,
       -6.00010927e+03,  6.91256548e-01]), 'n_active': 6, 'beta1_train': 7943.607478982767, 'beta0_train': 7074.342353176611, 'beta1_val': 2999.5481576618276, 'beta0_val': -1350.337059305207, 'selected_score': 5325.430967903391, 'evaluations': 275, 'seconds': 0.3368062999943504, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3038.2762168140703,2485.396580098273,0.4120223000063561,0.5655314000032376
"[{'theta': array([-6122.26619014]), 'n_active': 1, 'beta1_train': -3693.9381631644083, 'beta0_train': -4278.481707003206, 'beta1_val': -4435.2, 'beta0_val': -4435.2, 'selected_score': -4278.481707003206, 'evaluations': 20, 'seconds': 0.04584040000918321, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.09572977e+03, -1.18261568e+00, -3.64026735e+02, -2.35382128e-02,
       -6.75480150e+01, -1.06536843e+00]), 'n_active': 6, 'beta1_train': 7503.477124871792, 'beta0_train': 4857.768179071997, 'beta1_val': 2809.265175778543, 'beta0_val': -477.9778183221421, 'selected_score': 4142.948427927181, 'evaluations': 275, 'seconds': 0.3451227000041399, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2485.396580098273,2551.3454051851836,0.39096310001332313,0.5123463999916567
"[{'theta': array([-3397.82635087]), 'n_active': 1, 'beta1_train': -2917.831107592788, 'beta0_train': -3520.29480536379, 'beta1_val': -3637.1999999999994, 'beta0_val': -3637.1999999999994, 'selected_score': -3520.29480536379, 'evaluations': 50, 'seconds': 0.08823259999917354, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-8.40539907e+03,  1.47460228e+00, -8.39281356e+02,  9.55482418e-01,
       -7.70755260e+01, -2.43145611e-01]), 'n_active': 6, 'beta1_train': 7479.650079463525, 'beta0_train': 5192.980572168271, 'beta1_val': 1980.4839087302332, 'beta0_val': -712.6519828928999, 'selected_score': 4332.4387592981275, 'evaluations': 275, 'seconds': 0.3414016000024276, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2551.3454051851836,3098.062913333334,0.42963420000160113,0.5650506999954814
"[{'theta': array([-7399.29675561]), 'n_active': 1, 'beta1_train': 104.36760295175178, 'beta0_train': -71.86081369413277, 'beta1_val': -716.5922149048172, 'beta0_val': -716.5922149048172, 'selected_score': -71.86081369413277, 'evaluations': 20, 'seconds': 0.04202389999409206, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.50945304e+03,  2.70310391e-01, -3.65282976e+02,  1.27963084e+00,
       -1.16893545e+02, -9.56885256e-01]), 'n_active': 6, 'beta1_train': 4533.186903231436, 'beta0_train': 4106.122262762899, 'beta1_val': 493.249972402915, 'beta0_val': -518.7734224874081, 'selected_score': 3310.973573420022, 'evaluations': 275, 'seconds': 0.305386100008036, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3098.062913333334,2633.966360142395,0.34741000000212807,0.48424389999127015
"[{'theta': array([-4403.32769777]), 'n_active': 1, 'beta1_train': -863.4408088257304, 'beta0_train': -940.6773485305143, 'beta1_val': -1815.330564623481, 'beta0_val': -1815.330564623481, 'selected_score': -940.6773485305143, 'evaluations': 50, 'seconds': 0.08441919999313541, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-4.81430568e+03,  1.27914541e+00,  3.64860850e+01,  1.64596016e+00,
       -1.97805454e+03, -3.04785751e-02]), 'n_active': 6, 'beta1_train': 3729.1095340966785, 'beta0_train': 3633.218314282767, 'beta1_val': -550.2351088179797, 'beta0_val': -1351.0533723852363, 'selected_score': 2649.7013488040852, 'evaluations': 275, 'seconds': 0.32222170000022743, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2633.966360142395,3666.133433881907,0.40664089999336284,0.5328306000010343
"[{'theta': array([-8027.06704694]), 'n_active': 1, 'beta1_train': -1945.2945471171063, 'beta0_train': -4359.262050428562, 'beta1_val': -2714.3051321516673, 'beta0_val': -4665.599999999999, 'selected_score': -4359.262050428562, 'evaluations': 25, 'seconds': 0.053840199994738214, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.39859733e+03, -1.21666706e-01, -4.82550746e+02, -4.06437143e-01,
       -8.53853785e+02,  1.11151869e+00]), 'n_active': 6, 'beta1_train': 9083.378797480962, 'beta0_train': 8544.258021289686, 'beta1_val': 2250.4962854574983, 'beta0_val': -1185.338595279999, 'selected_score': 6362.771958798482, 'evaluations': 275, 'seconds': 0.3571875000052387, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3666.133433881907,2630.4893284779837,0.4110276999999769,0.539021300006425
"[{'theta': array([-2570.13739004]), 'n_active': 1, 'beta1_train': -3856.756491984648, 'beta0_train': -4530.320600443278, 'beta1_val': -4743.599999999999, 'beta0_val': -4743.599999999999, 'selected_score': -4530.320600443278, 'evaluations': 20, 'seconds': 0.039326800004346296, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.17247631e+03, -1.53689498e+00, -2.61625565e+02, -1.56135908e+00,
       -3.59003773e+02,  1.47956247e+00]), 'n_active': 6, 'beta1_train': 8412.414556010293, 'beta0_train': 7590.440414076225, 'beta1_val': 2323.6208546679763, 'beta0_val': -1160.7381659771572, 'selected_score': 5685.587998701454, 'evaluations': 275, 'seconds': 0.3804890999890631, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2630.4893284779837,2278.0380144444434,0.4198158999934094,0.5404325999988941
"[{'theta': array([-7677.05167725]), 'n_active': 1, 'beta1_train': -4332.469199166938, 'beta0_train': -4642.2814969912015, 'beta1_val': -5157.6, 'beta0_val': -5157.6, 'selected_score': -4642.2814969912015, 'evaluations': 20, 'seconds': 0.06105329999991227, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 8255.091121054349, 'beta0_train': 7436.584655769344, 'beta1_val': 2631.8330880553303, 'beta0_val': -1076.6477014845154, 'selected_score': 7436.584655769344, 'evaluations': 275, 'seconds': 0.3938002999930177, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2278.0380144444434,2542.585246657092,0.45485359999292996,0.6014892000093823
"[{'theta': array([-8284.40722713]), 'n_active': 1, 'beta1_train': -4085.444941276905, 'beta0_train': -4774.956543011681, 'beta1_val': -4965.6, 'beta0_val': -4965.6, 'selected_score': -4774.956543011681, 'evaluations': 15, 'seconds': 0.03801899999962188, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.54376497e+03, -1.15432177e+00, -6.13618942e+02,  1.41527793e+00,
       -1.63653806e+02,  8.84463391e-01]), 'n_active': 6, 'beta1_train': 9709.790960711178, 'beta0_train': 8878.071695668388, 'beta1_val': 2338.6764672246845, 'beta0_val': -1060.257133705087, 'selected_score': 6907.669974493757, 'evaluations': 275, 'seconds': 0.4334493999922415, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2542.585246657092,2785.851623556755,0.4714683999918634,0.6176394999929471
"[{'theta': array([-3090.87654418]), 'n_active': 1, 'beta1_train': -1400.3153682594639, 'beta0_train': -2211.7155979081053, 'beta1_val': -2304.0, 'beta0_val': -2304.0, 'selected_score': -2211.7155979081053, 'evaluations': 25, 'seconds': 0.06131400000595022, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.65956621e+03,  3.33896493e-02, -4.90809908e+02,  1.67900812e+00,
       -5.18284377e+03,  3.33882044e-01]), 'n_active': 6, 'beta1_train': 9676.96654843699, 'beta0_train': 8896.387931292053, 'beta1_val': 2250.473052524109, 'beta0_val': -564.7891961694863, 'selected_score': 7168.193439483445, 'evaluations': 275, 'seconds': 0.3364399999991292, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2785.851623556755,2132.889642574841,0.39775400000507943,0.5326590000040596
"[{'theta': array([-6471.54221366]), 'n_active': 1, 'beta1_train': -153.6509371747414, 'beta0_train': -156.3868157780891, 'beta1_val': -1289.269826722896, 'beta0_val': -1289.269826722896, 'selected_score': -156.3868157780891, 'evaluations': 20, 'seconds': 0.043596299990895204, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 3954.14595817969, 'beta0_train': 3507.389935002846, 'beta1_val': 576.6335858732953, 'beta0_val': -642.4413232478224, 'selected_score': 3507.389935002846, 'evaluations': 275, 'seconds': 0.4791923000011593, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2132.889642574841,2468.390402305017,0.5227885999920545,0.6515811999997823
"[{'theta': array([-687.03645253]), 'n_active': 1, 'beta1_train': -624.400166159481, 'beta0_train': -698.0515429670015, 'beta1_val': -1489.4832509441674, 'beta0_val': -1489.4832509441674, 'selected_score': -702.7750909250226, 'evaluations': 50, 'seconds': 0.14138299999467563, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.67001412e+03,  1.71772756e+00,  0.00000000e+00, -9.30598304e-01,
       -8.18228206e+01, -8.79770652e-02]), 'n_active': 6, 'beta1_train': 3582.1243803764833, 'beta0_train': 3118.958886043989, 'beta1_val': -393.76561373657967, 'beta0_val': -1321.8881919151797, 'selected_score': 2372.8253841888277, 'evaluations': 275, 'seconds': 0.5587835000042105, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2468.390402305017,3446.1817329058536,0.7001664999988861,0.8882553000003099
"[{'theta': array([-8990.38949482]), 'n_active': 1, 'beta1_train': -2078.4758742273225, 'beta0_train': -3140.1028145206956, 'beta1_val': -3556.074393043689, 'beta0_val': -3588.513439970232, 'selected_score': -3140.1028145206956, 'evaluations': 25, 'seconds': 0.10705750000488479, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.81994221e+03, -9.53178617e-01, -4.26495220e+02,  5.96599406e-01,
       -6.67745952e+03, -1.95627516e+00]), 'n_active': 6, 'beta1_train': 8770.837068982042, 'beta0_train': 7443.17256897702, 'beta1_val': 1727.7767601440548, 'beta0_val': -1107.0570773301895, 'selected_score': 6051.228360379577, 'evaluations': 275, 'seconds': 0.4852755000028992, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3446.1817329058536,1678.4883494444457,0.592333000007784,0.8087786999967648
"[{'theta': array([-7811.58703986]), 'n_active': 1, 'beta1_train': -4103.111238005464, 'beta0_train': -4750.144713290592, 'beta1_val': -4996.756338566668, 'beta0_val': -4996.79229745679, 'selected_score': -4750.144713290592, 'evaluations': 15, 'seconds': 0.0669975000055274, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 7631.740598705654, 'beta0_train': 6419.052150075891, 'beta1_val': 2907.713343018149, 'beta0_val': -139.47113299234718, 'selected_score': 6419.052150075891, 'evaluations': 275, 'seconds': 0.4520648999896366, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1678.4883494444457,2442.6627404161604,0.519062399995164,0.6849367999966489
"[{'theta': array([-5750.64241144]), 'n_active': 1, 'beta1_train': -3440.5875363979353, 'beta0_train': -4253.33599300243, 'beta1_val': -4412.438047541666, 'beta0_val': -4472.4, 'selected_score': -4253.33599300243, 'evaluations': 25, 'seconds': 0.10397830000147223, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.86431205e+03,  0.00000000e+00,  0.00000000e+00, -1.26439361e+00,
        0.00000000e+00,  3.43433652e-02]), 'n_active': 6, 'beta1_train': 8314.241000937114, 'beta0_train': 7494.596058601827, 'beta1_val': 1608.7200235497419, 'beta0_val': -1017.8091707317042, 'selected_score': 6217.531898948026, 'evaluations': 275, 'seconds': 0.5771171999949729, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2442.6627404161604,2301.732616296294,0.6810954999964451,0.9338109999953303
"[{'theta': array([-4215.0612798]), 'n_active': 1, 'beta1_train': -3513.9075106489627, 'beta0_train': -4326.688667756164, 'beta1_val': -4572.0, 'beta0_val': -4572.0, 'selected_score': -4326.688667756164, 'evaluations': 15, 'seconds': 0.05252690000634175, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.28782497e+03,  1.92865631e+00, -4.77085722e+02,  7.36901584e-01,
       -8.51162567e+03, -5.96593058e-01]), 'n_active': 6, 'beta1_train': 8489.978900313727, 'beta0_train': 6649.590680119559, 'beta1_val': 1975.0304868788262, 'beta0_val': -806.4107729376535, 'selected_score': 5706.095903729795, 'evaluations': 275, 'seconds': 0.36391939999884926, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2301.732616296294,1943.0715727777754,0.416446300005191,0.634287900000345
"[{'theta': array([-8549.69803451]), 'n_active': 1, 'beta1_train': -878.8096870193349, 'beta0_train': -1797.5857935648507, 'beta1_val': -1749.5917053999997, 'beta0_val': -1874.24733181893, 'selected_score': -1797.5857935648507, 'evaluations': 50, 'seconds': 0.14963080000597984, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-6.41041054e+03, -1.06457975e-01, -3.07574386e+02, -4.13601677e-01,
       -1.31520035e+03,  1.38076654e-03]), 'n_active': 6, 'beta1_train': 10087.486075312372, 'beta0_train': 8919.8579849566, 'beta1_val': 2676.6642102904198, 'beta0_val': -366.7603587845266, 'selected_score': 7238.516150150088, 'evaluations': 275, 'seconds': 0.41889780000201426, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1943.0715727777754,2255.9953549999987,0.5685286000079941,0.7481555999984266
"[{'theta': array([-7839.83190517]), 'n_active': 1, 'beta1_train': 502.8652538504382, 'beta0_train': 284.1356410694912, 'beta1_val': -591.6301792435625, 'beta0_val': -591.6301792435625, 'selected_score': 284.1356410694912, 'evaluations': 25, 'seconds': 0.07025710000016261, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.58991621e+03,  3.05201398e-01,  3.19857770e+03,  4.44239457e-02,
       -1.14312769e+02,  9.02000048e-01]), 'n_active': 6, 'beta1_train': 5236.95112334935, 'beta0_train': 4794.775172216473, 'beta1_val': 955.9932873413557, 'beta0_val': -287.0349925239866, 'selected_score': 3827.164530189379, 'evaluations': 275, 'seconds': 0.5994527999864658, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2255.9953549999987,2174.494263913666,0.6697098999866284,0.8371403999917675
"[{'theta': array([-2143.9199784]), 'n_active': 1, 'beta1_train': -369.13398994236843, 'beta0_train': -506.1730105435479, 'beta1_val': -1800.387463625586, 'beta0_val': -1800.387463625586, 'selected_score': -506.1730105435479, 'evaluations': 50, 'seconds': 0.10140959999989718, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.84627910e+03,  1.95216355e+00, -1.64308730e+02,  1.31761067e+00,
       -4.47611712e+02,  2.14748508e-01]), 'n_active': 6, 'beta1_train': 4169.605128971409, 'beta0_train': 3405.2290881020785, 'beta1_val': -238.539867481442, 'beta0_val': -1158.5904589979066, 'selected_score': 2670.6769916367784, 'evaluations': 275, 'seconds': 0.354613799994695, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2174.494263913666,2763.3790363572775,0.4560233999945922,0.5901870999950916
